item_id,corpus,issue,status,pages,holding,source,next_action,id,year,source_url,verification_note,version
bratskii_listok_1981_02,BRATSKII LISTOK,1981 no. 2,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine page-count; OCR/visual check,,1981,https://samizdat.library.utoronto.ca/content/bratskii-listok-1981-no-2,Toronto item card lists Baylor/Keston rows (2/1981 printed copy and 2a/1981 photocopy of print); no visible page-count.,v117
bratskii_listok_1981_03,BRATSKII LISTOK,1981 no. 3,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine page-count; OCR/visual check,,1981,https://samizdat.library.utoronto.ca/content/bratskii-listok-1981-no-3,Toronto item card lists Baylor/Keston rows (3/1981 printed copy and 3a/1981 Western reproduction / photocopy of print); no visible page-count.,v117
bratskii_listok_1981_04,BRATSKII LISTOK,1981 no. 4,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine page-count; OCR/visual check,,1981,https://samizdat.library.utoronto.ca/content/bratskii-listok-1981-no-4,Toronto item card gives designation №4 1981 and Baylor/Keston rows (printed copy and Western reproduction / photograph of print); no visible page-count.,v117
bratskii_listok_1981_05,BRATSKII LISTOK,1981 no. 5,item_designation_verified,,,Toronto Samizdat,Find holding row or alternate archive; acquire local file; determine page-count,,1981,https://samizdat.library.utoronto.ca/content/bratskii-listok-1981-no-5,Toronto item card confirms year/number and note Published in BRAT; no visible holding/page rows.,v117
bratskii_listok_1981_06,BRATSKII LISTOK,1981 no. 6,item_designation_verified,,,Toronto Samizdat,Find holding row or alternate archive; acquire local file; determine page-count,,1981,https://samizdat.library.utoronto.ca/content/bratskii-listok-1981-no-6,Toronto item card confirms year/number and note Published in BRAT; no visible holding/page rows.,v117
bratskii_listok_1982_02,BRATSKII LISTOK,1982 no. 2,item_designation_verified,,,Toronto Samizdat,Find holding row or alternate archive; acquire local file; determine page-count,,1982,https://samizdat.library.utoronto.ca/content/bratskii-listok-1982-no-2,Toronto item card confirms year/number and note Published in BRAT; no visible holding/page rows.,v117
bratskii_listok_1982_03,BRATSKII LISTOK,1982 no. 3,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine page-count; OCR/visual check,,1982,https://samizdat.library.utoronto.ca/content/bratskii-listok-1982-no-3,Toronto item card gives designation №3 1982 and Baylor/Keston rows (printed copy and Western reproduction / photocopy of print); no visible page-count.,v117
bratskii_listok_1982_06,BRATSKII LISTOK,1982 no. 6,item_designation_verified,,,Toronto Samizdat,Find holding row or alternate archive; acquire local file; determine page-count,,1982,https://samizdat.library.utoronto.ca/content/bratskii-listok-1982-no-6,Toronto item card confirms year/number and note Published in BRAT; no visible holding/page rows.,v117
bratskii_listok_1983_01,BRATSKII LISTOK,1983 no. 1,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine page-count; OCR/visual check,,1983,https://samizdat.library.utoronto.ca/content/bratskii-listok-1983-no-1,Toronto item card gives designation №1 1983 and Baylor/Keston rows (printed copy and Western reproduction / photocopy of print); no visible page-count.,v117
bratskii_listok_1983_02,BRATSKII LISTOK,1983 no. 2,item_designation_verified,,,Toronto Samizdat,Find holding row or alternate archive; acquire local file; determine page-count,,1983,https://samizdat.library.utoronto.ca/content/bratskii-listok-1983-no-2,Toronto item card confirms year/number and note Published in BRAT; no visible holding/page rows.,v117
bratskii_listok_1983_03,BRATSKII LISTOK,1983 no. 3,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston,Toronto Samizdat,Acquire both copies; determine page-count; OCR/visual check,,1983,https://samizdat.library.utoronto.ca/content/bratskii-listok-1983-no-3,Toronto item card lists Baylor/Keston rows (3/1983 printed copy and 3a/1983 Western reproduction / photocopy of print); no visible page-count.,v117
brat_1983_04,BRATSKII LISTOK,1983 no. 4,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston: printed copy + Western reproduction photocopy,Toronto Samizdat,Acquire Baylor/Keston copies; establish page-count/OCR,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1983-no-4,"v118: two copy rows visible, no page-count.",v118
brat_1983_05_06,BRATSKII LISTOK,1983 no. 5-6,item_designation_verified,,No visible copy rows in retrieved card,Toronto Samizdat,Search alternate holdings / BRAT source; acquire file if available,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1983-no-5-6,v118: card confirms issue 5-6 and Published in BRAT; no holding/page rows.,v118
brat_1984_01,BRATSKII LISTOK,1984 no. 1,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston: printed copy + Western reproduction photocopy,Toronto Samizdat,Acquire Baylor/Keston copies; establish page-count/OCR,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1984-no-1,"v118: two copy rows visible, no page-count.",v118
brat_1984_02,BRATSKII LISTOK,1984 no. 2,item_designation_verified,,No visible copy rows in retrieved card,Toronto Samizdat,Search alternate holdings / BRAT source,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1984-no-2,v118: card confirms issue 2 only; no holding/page rows.,v118
brat_1984_05_06,BRATSKII LISTOK,1984 no. 5-6,holdings_verified_no_page_count,,Baylor/Keston Western reproduction printed copy,Toronto Samizdat,Acquire copy; determine page-count/OCR,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1984-no-5-6,"v118: holding row visible, no page-count.",v118
brat_1985_01,BRATSKII LISTOK,1985 no. 1,item_designation_verified,,No visible copy rows in retrieved card,Toronto Samizdat,Search alternate holdings / BRAT source,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1985-no-1,v118: Published in BRAT; no holding/page rows.,v118
brat_1985_02,BRATSKII LISTOK,1985 no. 2,item_designation_verified,,No visible copy rows in retrieved card,Toronto Samizdat,Search alternate holdings / BRAT source,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1985-no-2,v118: Published in BRAT; no holding/page rows.,v118
brat_1985_03_04,BRATSKII LISTOK,1985 no. 3-4,item_designation_verified,,No visible copy rows in retrieved card,Toronto Samizdat,Search alternate holdings / BRAT source,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1985-no-3-4,v118: Published in BRAT; no holding/page rows.,v118
brat_1985_05_06,BRATSKII LISTOK,1985 no. 5-6,item_designation_verified,,No visible copy rows in retrieved card,Toronto Samizdat,Search alternate holdings / BRAT source,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1985-no-5-6,v118: Published in BRAT; no holding/page rows.,v118
brat_1986_01,BRATSKII LISTOK,1986 no. 1,item_designation_verified,,No visible copy rows in retrieved card,Toronto Samizdat,Search alternate holdings / BRAT source,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1986-no-1,v118: Published in BRAT; no holding/page rows.,v118
brat_1986_02,BRATSKII LISTOK,1986 no. 2,item_designation_verified,,No visible copy rows in retrieved card,Toronto Samizdat,Search alternate holdings / BRAT source,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1986-no-2,v118: card confirms issue 2; no holding/page rows.,v118
brat_1986_03_04,BRATSKII LISTOK,1986 no. 3-4,holdings_verified_no_page_count,,Baylor/Keston printed copy,Toronto Samizdat,Acquire copy; determine page-count/OCR,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1986-no-3-4,"v118: single Baylor/Keston holding row, no page-count.",v118
brat_1986_06,BRATSKII LISTOK,1986 no. 6,holdings_verified_no_page_count_duplicate_copy,,Baylor/Keston: printed copy + Western reproduction photocopy,Toronto Samizdat,Acquire both copies; dedupe and determine page-count/OCR,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1986-no-6,"v118: two copy rows visible, no page-count.",v118
bratskii_listok_1965_01,BRATSKII LISTOK,1965 no. 1,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire Baylor/Keston copy; determine page-count; OCR/visual check,,1965,https://samizdat.library.utoronto.ca/content/bratskii-listok-1965-no-1,"Card gives designation январь 1965 №1 and Baylor/Keston Folder SU/Ini11/10 Bratskii Listok (1/1965), hectograph manuscript; no visible page-count.",v119
bratskii_listok_1965_02_03,BRATSKII LISTOK,1965 no. 2-3,holdings_verified_no_page_count_with_OSA,,Baylor/Keston + OSA AS785,Toronto Samizdat,Acquire Baylor/Keston/OSA copies; determine page-count; OCR/visual check,,1965,https://samizdat.library.utoronto.ca/content/bratskii-listok-1965-no-2-3,Card lists February/March 1965 no.2-3 with Baylor/Keston typescript and OSA AS785 Western reproduction typescript; no visible page-count.,v119
bratskii_listok_1965_04,BRATSKII LISTOK,1965 no. 4,holdings_verified_no_page_count,,Baylor/Keston,Toronto Samizdat,Acquire Baylor/Keston copy; determine page-count; OCR/visual check,,1965,https://samizdat.library.utoronto.ca/content/bratskii-listok-1965-no-4,Card gives апрель 1965 №4 and Baylor/Keston Western reproduction photocopy of hectograph manuscript; no visible page-count.,v119
bratskii_listok_1965_07,BRATSKII LISTOK,1965 no. 7,holdings_verified_no_page_count_with_OSA,,Baylor/Keston + OSA AS790,Toronto Samizdat,Acquire Baylor/Keston/OSA copies; determine page-count; OCR/visual check,,1965,https://samizdat.library.utoronto.ca/content/bratskii-listok-1965-no-7,"Card lists July 1965 no.7, Published in BRAT, with Baylor/Keston and OSA AS790 copies; no visible page-count.",v119
bratskii_listok_1965_08,BRATSKII LISTOK,1965 no. 8,item_designation_verified,,,Toronto Samizdat,Find holding rows or alternate archive; acquire local file,,1965,https://samizdat.library.utoronto.ca/content/bratskii-listok-1965-no-8,Card confirms August 1965 no.8 and note Published in BRAT; no visible holdings/page rows in retrieved card.,v119
bratskii_listok_1965_09_10,BRATSKII LISTOK,1965 no. 9-10,item_designation_verified,,,Toronto Samizdat,Find holding rows or alternate archive; acquire local file,,1965,https://samizdat.library.utoronto.ca/content/bratskii-listok-1965-no-9-10,Card confirms September/October 1965 no.9-10 and note Published in BRAT; no visible holdings/page rows in retrieved card.,v119
bratskii_listok_1966_01,BRATSKII LISTOK,1966 no. 1,item_designation_verified,,,Toronto Samizdat,Find holding rows or alternate archive; acquire local file,,1966,https://samizdat.library.utoronto.ca/content/bratskii-listok-1966-no-1,Card confirms January 1966 no.1 and note Published in BRAT; no visible holdings/page rows.,v119
bratskii_listok_1966_02_03,BRATSKII LISTOK,1966 no. 2-3,item_designation_verified,,,Toronto Samizdat,Find holding rows or alternate archive; acquire local file,,1966,https://samizdat.library.utoronto.ca/content/bratskii-listok-1966-no-2-3,Card confirms February/March 1966 no.2-3 and note Published in BRAT; no visible holdings/page rows.,v119
bratskii_listok_1966_04,BRATSKII LISTOK,1966 no. 4,item_designation_verified,,,Toronto Samizdat,Find holding rows or alternate archive; acquire local file,,1966,https://samizdat.library.utoronto.ca/content/bratskii-listok-1966-no-4,Card confirms April 1966 no.4 and note Published in BRAT; no visible holdings/page rows.,v119
bratskii_listok_1966_05,BRATSKII LISTOK,1966 no. 5,item_designation_verified,,,Toronto Samizdat,Find holding rows or alternate archive; acquire local file,,1966,https://samizdat.library.utoronto.ca/content/bratskii-listok-1966-no-5,Card confirms April/May 1966 no.5 and note Published in BRAT; no visible holdings/page rows.,v119
bratskii_listok_1966_06,BRATSKII LISTOK,1966 no. 6,item_designation_verified,,,Toronto Samizdat,Find holding rows or alternate archive; acquire local file,,1966,https://samizdat.library.utoronto.ca/content/bratskii-listok-1966-no-6,Card confirms June 1966 no.6 and note Published in BRAT; no visible holdings/page rows.,v119
bratskii_listok_1966_07,BRATSKII LISTOK,1966 no. 7,item_designation_verified,,,Toronto Samizdat,Find holding rows or alternate archive; acquire local file,,1966,https://samizdat.library.utoronto.ca/content/bratskii-listok-1966-no-7,Card confirms July 1966 no.7 and note Published in BRAT; no visible holdings/page rows.,v119
bratskii_listok_1966_08,BRATSKII LISTOK,1966 no. 8,item_designation_verified,,,Toronto Samizdat,Find holding rows or alternate archive; acquire local file,,1966,https://samizdat.library.utoronto.ca/content/bratskii-listok-1966-no-8,Card confirms August 1966 no.8 and note Published in BRAT; no visible holdings/page rows.,v119
bratskii_listok_1966_12,BRATSKII LISTOK,1966 no. 12,item_designation_verified,,,Toronto Samizdat,Find holding rows or alternate archive; acquire local file,,1966,https://samizdat.library.utoronto.ca/content/bratskii-listok-1966-no-12,Card confirms December 1966 no.12 and note Published in BRAT; no visible holdings/page rows.,v119
brat_1967_01,BRATSKII LISTOK,1967 no. 1,item_designation_verified,,,Toronto Samizdat item card,Find alternate holding / request BRAT source; acquire scan before citation,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1967-no-1,"Item card confirms year, no.1, January, Published in BRAT; no visible holding/page rows in retrieved card.",v120
brat_1967_02,BRATSKII LISTOK,1967 no. 2,item_designation_verified,,,Toronto Samizdat item card,Find alternate holding / request BRAT source; acquire scan before citation,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1967-no-2,"Item card confirms year, no.2, February, Published in BRAT; no visible holding/page rows in retrieved card.",v120
brat_1967_03,BRATSKII LISTOK,1967 no. 3,item_designation_verified,,,Toronto Samizdat item card,Find alternate holding / request BRAT source; acquire scan before citation,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1967-no-3,"Item card confirms year, no.3, March, Published in BRAT; no visible holding/page rows in retrieved card.",v120
brat_1968_03,BRATSKII LISTOK,1968 no. 3,holdings_page_verified_with_OSA_crosscheck,10,Baylor/Keston + OSA AS805,Toronto Samizdat,"Acquire local copy, OCR, visual check, quote-card only after image/text verification",,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1968-no-3,Designation March 1968 no.3; 10 pages; Baylor/Keston copy 10 pp; OSA AS805 crosscheck.,v120
brat_1968_05,BRATSKII LISTOK,1968 no. 5,holdings_verified_no_page_count_with_OSA,,Baylor/Keston + OSA AS809,Toronto Samizdat,Acquire local copies and count pages locally before OCR,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1968-no-5,Baylor/Keston and OSA AS809 rows visible; no page-count in retrieved card.,v120
brat_1968_11,BRATSKII LISTOK,1968 no. 11,holdings_page_verified_with_OSA_crosscheck,3,Baylor/Keston + OSA AS814,Toronto Samizdat,"Acquire local copy, OCR, visual check, quote-card only after image/text verification",,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1968-no-11,Designation November 1968 no.11; 3 pages; Baylor/Keston copy 3 pp; OSA AS814 crosscheck.,v120
brat_1969_05,BRATSKII LISTOK,1969 no. 5,holdings_verified_no_page_count_with_OSA,,Baylor/Keston + OSA AS829,Toronto Samizdat,Acquire local copies and count pages locally before OCR,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1969-no-5,Baylor/Keston and OSA AS829 rows visible; no page-count in retrieved card.,v120
brat_1969_07_08,BRATSKII LISTOK,1969 no. 7-8,holdings_verified_no_page_count_with_OSA,,Baylor/Keston + OSA AS832,Toronto Samizdat,Acquire local copies and count pages locally before OCR,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1969-no-7-8,Baylor/Keston and OSA AS832 rows visible; no page-count in retrieved card.,v120
brat_1969_12,BRATSKII LISTOK,1969 no. 12,holdings_verified_no_page_count_with_OSA,,Baylor/Keston + OSA AS838,Toronto Samizdat,Acquire local copies and count pages locally before OCR,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1969-no-12,Baylor/Keston and OSA AS838 rows visible; no page-count in retrieved card. Separate Baylor digital item may help with asset/OCR later.,v120
brat_1970_06_07,BRATSKII LISTOK,1970 no. 6-7,holdings_verified_no_page_count_with_OSA,,Baylor/Keston + OSA AS864,Toronto Samizdat,Acquire local copies and count pages locally before OCR,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1970-no-6-7,Baylor/Keston and OSA AS864 rows visible; no page-count in retrieved card.,v120
brat_1970_08,BRATSKII LISTOK,1970 no. 8,holdings_verified_no_page_count_with_OSA,,Baylor/Keston + OSA AS869,Toronto Samizdat,Acquire local copies and count pages locally before OCR,,,https://samizdat.library.utoronto.ca/content/bratskii-listok-1970-no-8,Baylor/Keston and OSA AS869 rows visible; no page-count in retrieved card.,v120
sinichkin_baptist_1910_10971,Baptist,№31,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_79538,Baptist,№13,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_33912,Baptist,№22,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1927_85602,Baptist,№02,page_count_verified_scan_no_ocr,30,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1927,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 30 pp. Scan, no OCR.",v125
sinichkin_baptist_1927_58654,Baptist,№05,page_count_verified_scan_no_ocr,16,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1927,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 16 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_52803,Baptist,№23,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1909_93523,Baptist,1 январь 1909,page_count_verified_scan_no_ocr,20,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1909,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 20 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_12866,Baptist,1 январь 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_03758,Baptist,1 январь 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_61818,Baptist,10 март 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_93491,Baptist,11 май 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_21531,Baptist,12 январь 1911,page_count_verified_scan_no_ocr,10,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 10 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_47099,Baptist,13 январь 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_07212,Baptist,15 июнь 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_55552,Baptist,16 июнь 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_04011,Baptist,16 февраль 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_88455,Baptist,16 февраль 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_05206,Baptist,18 май 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_62856,Baptist,19 январь 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_62174,Baptist,2 июнь 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_29083,Baptist,2 март 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_24519,Baptist,2 февраль 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_77226,Baptist,2 февраль 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_87251,Baptist,20 апрель 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_95182,Baptist,20 январь 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_33019,Baptist,21 апрель 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_13577,Baptist,22 июнь 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_26766,Baptist,23 июнь 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_50967,Baptist,23 февраль 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_62985,Baptist,24 февраль 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_80354,Baptist,25 май 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_03745,Baptist,26 май 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_33796,Baptist,26 январь 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_04937,Baptist,27 апрель 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_76111,Baptist,28 апрель 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_84602,Baptist,3 март 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_19882,Baptist,30 март 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_52183,Baptist,4 май 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1910_39395,Baptist,5 май 1910,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1910,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
sinichkin_baptist_1911_42978,Baptist,5 январь 1911,page_count_verified_scan_no_ocr,12,Sinichkin TG channel local PDF,Sinichkin TG export (ChatExport 2026-06-27),OCR required; scan has no text layer,,1911,tg://sinichkin_channel_export,"Local PDF opened & page-counted: 12 pp. Scan, no OCR.",v125
